E   2020-07-15 06:58:13   2020-07-15 06:58:08
E   2020-07-17 01:26:47   2020-07-17 01:26:41
E   2020-07-18 19:55:23   2020-07-18 19:55:16.500000
E   2020-07-20 14:23:56   2020-07-20 14:23:50
E   2020-07-22 08:52:31   2020-07-22 08:52:25
E   2020-07-24 03:21:07   2020-07-24 03:21:00
E   2020-07-25 21:49:44   2020-07-25 21:49:38
E   2020-07-27 16:18:20   2020-07-27 16:18:14
E   2020-07-29 10:46:57   2020-07-29 10:46:51.500000
E   2020-07-31 05:15:35   2020-07-31 05:15:28.500000
E   2020-08-01 23:44:15   2020-08-01 23:44:08.500000
E   2020-08-03 18:12:52   2020-08-03 18:12:46.500000
E   2020-08-05 12:41:33   2020-08-05 12:41:26.500000
E   2020-08-07 07:10:11   2020-08-07 07:10:05.500000
E   2020-08-09 01:38:54   2020-08-09 01:38:47.500000
E   2020-08-10 20:07:34   2020-08-10 20:07:27.500000
E   2020-08-12 14:36:16   2020-08-12 14:36:09.500000
E   2020-08-14 09:04:57   2020-08-14 09:04:50.500000
E   2020-08-16 03:33:41   2020-08-16 03:33:35.500000
E   2020-08-17 22:02:24   2020-08-17 22:02:17.500000
E   2020-08-19 16:31:07   2020-08-19 16:31:01.500000
E   2020-08-21 10:59:50   2020-08-21 10:59:44
E   2020-08-23 05:28:37   2020-08-23 05:28:30.500000
E   2020-08-24 23:57:20   2020-08-24 23:57:14.500000
E   2020-08-26 18:26:07   2020-08-26 18:26:00.500000
E   2020-08-28 12:54:50   2020-08-28 12:54:44.500000
E   2020-08-30 07:23:40   2020-08-30 07:23:33.500000
E   2020-09-01 01:52:25   2020-09-01 01:52:19
E   2020-09-02 20:21:13   2020-09-02 20:21:07
E   2020-09-04 14:49:59   2020-09-04 14:49:52.500000
E   2020-09-06 09:18:49   2020-09-06 09:18:43
E   2020-09-08 03:47:36   2020-09-08 03:47:29.500000
E   2020-09-09 22:16:26   2020-09-09 22:16:19.500000
E   2020-09-11 16:45:12   2020-09-11 16:45:06
E   2020-09-13 11:14:04   2020-09-13 11:13:58.500000
E   2020-09-15 05:42:52   2020-09-15 05:42:46.500000
E   2020-09-17 00:11:44   2020-09-17 00:11:37.500000
E   2020-09-18 18:40:32   2020-09-18 18:40:25.500000
E   2020-09-20 13:09:26   2020-09-20 13:09:19
E   2020-09-22 07:38:15   2020-09-22 07:38:08
E   2020-09-24 02:07:07   2020-09-24 02:07:00.500000
E   2020-09-25 20:35:55   2020-09-25 20:35:49.500000
E   2020-09-27 15:04:50   2020-09-27 15:04:44
E   2020-09-29 09:33:40   2020-09-29 09:33:34
E   2020-10-01 04:02:34   2020-10-01 04:02:27.500000
E   2020-10-02 22:31:23   2020-10-02 22:31:17.500000
E   2020-10-04 17:00:20   2020-10-04 17:00:13
E   2020-10-06 11:29:10   2020-10-06 11:29:03.500000
E   2020-10-08 05:58:04   2020-10-08 05:57:58
E   2020-10-10 00:26:54   2020-10-10 00:26:48
E   2020-10-11 18:55:51   2020-10-11 18:55:44.500000
E   2020-10-17 02:22:28   2020-10-17 02:22:21.500000
E   2020-10-25 22:47:00   2020-10-25 22:46:54
E   2020-11-03 19:11:29   2020-11-03 19:11:22.500000
E   2020-11-12 15:36:01   2020-11-12 15:35:54.500000
E   2020-11-21 12:00:26   2020-11-21 12:00:19.500000
E   2020-11-30 08:24:56   2020-11-30 08:24:49
E   2020-12-09 04:49:16   2020-12-09 04:49:08.500000
E   2020-12-18 01:13:36   2020-12-18 01:13:28.500000
E   2020-12-26 21:37:43   2020-12-26 21:37:36
E   2021-01-04 18:01:51   2021-01-04 18:01:43.500000
E   2021-01-13 14:25:45   2021-01-13 14:25:38
E   2021-01-22 10:49:37   2021-01-22 10:49:30
E   2021-01-27 18:15:48   2021-01-27 18:15:39.500000
O   2021-01-29 10:26:37   2021-01-29 10:26:32
O   2021-02-07 06:50:12   2021-02-07 06:50:00.500000
O   2021-02-16 03:13:32   2021-02-16 03:13:27.500000
O   2021-02-24 23:36:45   2021-02-24 23:36:40.500000
O   2021-03-05 19:59:55   2021-03-05 19:59:49.500000
O   2021-03-14 16:22:48   2021-03-14 16:22:43
O   2021-03-23 12:45:39   2021-03-23 12:45:33.500000
O   2021-04-01 09:08:16   2021-04-01 09:08:11.500000
O   2021-04-10 05:30:52   2021-04-10 05:30:47
O   2021-04-19 01:53:13   2021-04-19 01:53:08
O   2021-04-27 22:15:32   2021-04-27 22:15:28
O   2021-05-06 18:37:43   2021-05-06 18:37:38
O   2021-05-15 14:59:53   2021-05-15 14:59:48
O   2021-05-24 11:21:54   2021-05-24 11:21:50
O   2021-06-02 07:43:56   2021-06-02 07:43:52
O   2021-06-11 04:05:56   2021-06-11 04:05:51.500000
O   2021-06-20 00:27:59   2021-06-20 00:27:54.500000
O   2021-06-28 20:50:02   2021-06-28 20:49:57.500000
O   2021-07-07 17:12:09   2021-07-07 17:12:05.500000
O   2021-07-16 13:34:22   2021-07-16 13:34:18
O   2021-07-25 09:56:45   2021-07-25 09:56:40.500000
O   2021-08-03 06:19:15   2021-08-03 06:19:11
O   2021-08-12 02:41:54   2021-08-12 02:41:51
O   2021-08-13 21:10:28   2021-08-13 21:10:23.500000
O   2021-08-19 04:36:11   2021-08-19 04:36:07.500000
E   2021-08-21 01:21:26   2021-08-21 01:21:25
E   2021-08-29 21:44:35   2021-08-29 21:44:28
E   2021-09-07 18:08:04   2021-09-07 18:07:44
E   2021-09-16 14:31:17   2021-09-16 14:31:10
E   2021-09-25 10:54:56   2021-09-25 10:54:49
E   2021-10-04 07:18:46   2021-10-04 07:18:38
E   2021-10-13 03:42:47   2021-10-13 03:42:39.500000
E   2021-10-22 00:06:54   2021-10-22 00:06:46.500000
E   2021-10-30 20:31:10   2021-10-30 20:31:02
E   2021-11-08 16:55:30   2021-11-08 16:55:21.500000
E   2021-11-15 18:51:01   2021-11-15 18:50:53.500000
E   2021-11-17 13:19:58   2021-11-17 13:19:49.500000
E   2021-11-26 09:44:26   2021-11-26 09:44:17.500000
E   2021-12-05 06:08:58   2021-12-05 06:08:49.500000
E   2021-12-14 02:33:26   2021-12-14 02:33:18
E   2021-12-22 22:58:01   2021-12-22 22:57:52
E   2021-12-31 19:22:16   2021-12-31 19:22:20
E   2022-01-09 15:46:58   2022-01-09 15:46:49
E   2022-01-18 12:11:19   2022-01-18 12:11:09.500000
E   2022-01-27 08:35:28   2022-01-27 08:35:32.500000
E   2022-02-05 04:59:54   2022-02-05 04:59:44.500000
E   2022-02-14 01:23:52   2022-02-14 01:23:55.500000
E   2022-02-22 21:48:03   2022-02-22 21:47:54.500000
E   2022-03-03 18:12:03   2022-03-03 18:11:53.500000
E   2022-03-05 12:40:47   2022-03-05 12:40:37.500000
O   2022-03-07 04:53:06   2022-03-07 04:53:01
O   2022-03-16 01:16:52   2022-03-16 01:16:47
O   2022-03-24 21:40:39   2022-03-24 21:40:33.500000
O   2022-04-02 18:04:11   2022-04-02 18:04:07
O   2022-04-11 14:27:43   2022-04-11 14:27:38.500000
O   2022-04-20 10:50:59   2022-04-20 10:50:55
O   2022-04-29 07:14:17   2022-04-29 07:14:11.500000
O   2022-05-08 03:37:27   2022-05-08 03:37:15.500000
O   2022-05-17 00:00:23   2022-05-17 00:00:18
O   2022-05-25 20:23:12   2022-05-25 20:23:07
O   2022-06-03 16:46:00   2022-06-03 16:45:55.500000
O   2022-06-12 13:08:39   2022-06-12 13:08:34
O   2022-06-21 09:31:18   2022-06-21 09:31:13.500000
O   2022-06-28 11:25:20   2022-06-28 11:25:15
O   2022-06-30 05:53:47   2022-06-30 05:53:42.500000
O   2022-07-09 02:16:18   2022-07-09 02:16:13
O   2022-07-17 22:38:37   2022-07-17 22:38:38.500000
O   2022-07-26 19:01:13   2022-07-26 19:01:08.500000
O   2022-08-04 15:23:39   2022-08-04 15:23:35
O   2022-08-13 11:46:11   2022-08-13 11:46:06.500000
O   2022-08-22 08:08:45   2022-08-22 08:08:40.500000
O   2022-08-31 04:31:28   2022-08-31 04:31:24.500000
O   2022-09-09 00:54:17   2022-09-09 00:54:12.500000
O   2022-09-17 21:17:14   2022-09-17 21:17:10
O   2022-09-19 15:45:50   2022-09-19 15:45:45.500000
O   2022-09-21 10:14:15   2022-09-21 10:14:24
O   2022-09-26 17:40:21   2022-09-26 17:40:16.500000
E   2022-09-26 19:53:37   2022-09-26 19:53:28
E   2022-10-05 16:16:49   2022-10-05 16:16:39.500000
E   2022-10-14 12:40:11   2022-10-14 12:40:01.500000
E   2022-10-23 09:03:43   2022-10-23 09:03:33.500000
E   2022-11-01 05:27:25   2022-11-01 05:27:16
E   2022-11-10 01:51:19   2022-11-10 01:51:09
E   2022-11-18 22:15:21   2022-11-18 22:15:11
E   2022-11-27 18:39:29   2022-11-27 18:39:18.500000
E   2022-12-06 15:03:42   2022-12-06 15:03:33.500000
E   2022-12-15 11:28:01   2022-12-15 11:27:51.500000
E   2022-12-22 13:23:31   2022-12-22 13:23:22
E   2022-12-24 07:52:26   2022-12-24 07:52:16.500000
E   2023-01-02 04:16:51   2023-01-02 04:16:41
E   2023-01-11 00:41:18   2023-01-11 00:41:08
E   2023-01-19 21:05:44   2023-01-19 21:05:34
E   2023-01-28 17:30:13   2023-01-28 17:30:02.500000
E   2023-02-06 13:54:36   2023-02-06 13:54:26
E   2023-02-15 10:19:00   2023-02-15 10:18:49.500000
E   2023-02-24 06:43:17   2023-02-24 06:43:06.500000
E   2023-03-05 03:07:36   2023-03-05 03:07:25.500000
E   2023-03-13 23:31:46   2023-03-13 23:31:36
E   2023-03-22 19:55:55   2023-03-22 19:55:45
E   2023-03-31 16:19:53   2023-03-31 16:19:43
E   2023-04-09 12:43:53   2023-04-09 12:43:43
E   2023-04-11 07:12:38   2023-04-11 07:12:27.500000
O   2023-04-12 23:29:22   2023-04-12 23:29:17
O   2023-04-21 19:53:08   2023-04-21 19:53:03.500000
O   2023-04-30 16:16:57   2023-04-30 16:16:52.500000
O   2023-05-09 12:40:33   2023-05-09 12:40:28.500000
O   2023-05-18 09:04:08   2023-05-18 09:04:03.500000
O   2023-05-27 05:27:43   2023-05-27 05:27:25.500000
O   2023-06-05 01:51:06   2023-06-05 01:50:48.500000
O   2023-06-13 22:14:17   2023-06-13 22:13:59
O   2023-06-22 18:37:13   2023-06-22 18:37:09.500000
O   2023-07-01 15:00:10   2023-07-01 15:00:07
O   2023-07-10 11:23:08   2023-07-10 11:23:05
O   2023-07-19 07:45:56   2023-07-19 07:45:53
O   2023-07-28 04:08:46   2023-07-28 04:08:42
O   2023-08-06 00:31:24   2023-08-06 00:31:21
O   2023-08-07 18:59:58   2023-08-07 18:59:55
O   2023-08-14 20:54:05   2023-08-14 20:54:02
O   2023-08-23 17:16:41   2023-08-23 17:16:37
O   2023-09-01 13:39:20   2023-09-01 13:39:16.500000
O   2023-09-10 10:01:54   2023-09-10 10:01:50.500000
O   2023-09-19 06:24:34   2023-09-19 06:24:31
O   2023-09-28 02:47:16   2023-09-28 02:47:12.500000
O   2023-10-06 23:10:06   2023-10-06 23:10:02.500000
O   2023-10-15 19:32:58   2023-10-15 19:32:55.500000
O   2023-10-24 15:56:01   2023-10-24 15:55:58
O   2023-10-26 10:24:38   2023-10-26 10:24:34.500000
O   2023-11-02 12:19:11   2023-11-02 12:19:07.500000
E   2023-11-04 08:58:06   2023-11-04 08:57:57.500000
E   2023-11-13 05:21:24   2023-11-13 05:21:15.500000
E   2023-11-22 01:44:51   2023-11-22 01:44:43.500000
E   2023-11-30 22:08:29   2023-11-30 22:08:20
E   2023-12-09 18:32:17   2023-12-09 18:32:07.500000
E   2023-12-18 14:56:12   2023-12-18 14:56:02.500000
E   2023-12-27 11:20:12   2023-12-27 11:20:02.500000
E   2024-01-05 07:44:18   2024-01-05 07:44:08.500000
E   2024-01-14 04:08:29   2024-01-14 04:08:19.500000
E   2024-01-23 00:32:44   2024-01-23 00:32:33.500000
E   2024-01-31 20:56:58   2024-01-31 20:56:48
E   2024-02-09 17:21:14   2024-02-09 17:21:03.500000
E   2024-02-18 13:45:30   2024-02-18 13:45:19.500000
E   2024-02-27 10:09:46   2024-02-27 10:09:35.500000
E   2024-03-07 06:33:58   2024-03-07 06:33:47.500000
E   2024-03-16 02:58:10   2024-03-16 02:57:58.500000
E   2024-03-24 23:22:15   2024-03-24 23:22:04.500000
E   2024-04-02 19:46:23   2024-04-02 19:46:11.500000
E   2024-04-11 16:10:22   2024-04-11 16:10:10.500000
E   2024-04-20 12:34:19   2024-04-20 12:34:08.500000
E   2024-04-29 08:58:09   2024-04-29 08:57:57.500000
E   2024-05-08 05:21:59   2024-05-08 05:21:48
E   2024-05-17 01:45:39   2024-05-17 01:45:29
E   2024-05-18 20:14:25   2024-05-18 20:14:15
O   2024-05-20 12:32:06   2024-05-20 12:32:00
O   2024-05-29 08:55:39   2024-05-29 08:55:33
O   2024-06-07 05:19:01   2024-06-07 05:18:56
O   2024-06-16 01:42:22   2024-06-16 01:42:18
O   2024-06-24 22:05:33   2024-06-24 22:05:28
O   2024-07-03 18:28:46   2024-07-03 18:28:40
O   2024-07-12 14:51:47   2024-07-12 14:51:42
O   2024-07-21 11:14:48   2024-07-21 11:14:43
O   2024-07-30 07:37:37   2024-07-30 07:37:32.500000
O   2024-08-08 04:00:29   2024-08-08 04:00:24
O   2024-08-17 00:23:10   2024-08-17 00:23:05.500000
O   2024-08-25 20:45:53   2024-08-25 20:45:49
O   2024-09-03 17:08:26   2024-09-03 17:08:21.500000
O   2024-09-12 13:31:02   2024-09-12 13:30:57.500000
